Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Customer_For,Age,Spent,Children,Family_Size,Is_Parent,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Response
-1.455087978204576,-0.8252176496158384,-0.9298943792539407,-0.0037772844366360664,-0.8912804829664238,-0.46026498338689537,-0.6910686684368205,-0.4673553535199639,-0.6072732556138208,-0.5947925083225005,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,0.6939037392619777,3.5696402183334324,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,345,71,50,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.4920989103708722,-0.8252176496158384,0.9069340242106335,-0.6599455522865585,0.3448933478059922,-0.2842288114839142,0.08441717302803102,2.0776498561268513,0.26500396304453067,-0.5564458572369358,0.349413940993261,0.3294268039924911,0.11563812818691793,2.2182479686326775,-0.9548306823204462,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,523,58,825,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8117666806300609,-0.8252176496158384,0.9069340242106335,0.3415744354843757,2.0684049387867645,-0.6614491798474453,-0.403031070178447,-0.6870680334894731,-0.6557331010948404,-0.6523124849508475,0.349413940993261,-0.3904912847325628,0.4578170015537556,0.987566742691576,1.1060873446575836,-0.2801402771248674,3.523233408773057,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,621,50,1086,1,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.9465293526983792,1.0325587676097676,-0.9298943792539407,-0.21098831638924315,-0.825905905377498,-0.6614491798474453,-0.7132254067643876,-0.6870680334894731,-0.6557331010948404,-0.8056990892931061,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,416,53,34,1,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.9640986923547497,-0.8252176496158384,0.9069340242106335,-1.696000712049594,-0.8556216224633734,-0.5608570816171703,-0.686637320771307,-0.6504492534945548,-0.5588134101328013,5.310591758854455,-1.203536907865677,7.528607691243029,-0.9108984919135951,-1.7814660156759023,-1.779197893111658,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,267,52,359,1,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.548342378571071,-0.8252176496158384,-0.9298943792539407,-1.1089027881838738,0.32112077413729184,-0.10819263958093302,-0.15487560090969457,0.3931859763606139,0.022704735639433017,2.664672833950495,-0.6858866249126978,2.489181070167653,1.142174748287431,0.6798964362063006,-0.5426470769248403,-0.2801402771248674,-0.2838301877786302,3.5696402183334324,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,440,30,836,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.2246058105160917,-0.8252176496158384,-0.9298943792539407,-0.03831245642873724,2.008973504615014,0.26902772878259806,0.4344936386035925,-0.046239383578404514,3.2937443056082514,-0.2496726485524186,-0.6858866249126978,-0.3904912847325628,1.142174748287431,1.910577662147402,0.2817201338663717,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,678,60,1511,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.14070189429365937,1.0325587676097676,0.9069340242106335,1.6539109711842206,-0.8288774770860856,-0.6614491798474453,-0.6910686684368205,-0.6321398634970958,-0.6557331010948404,-0.5564458572369358,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,-0.5426470769248403,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,3,68,54,2,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0424962849287347,-0.8252176496158384,-0.9298943792539407,1.5157702832158158,0.20225790579379033,-0.08304461502336428,0.9618240107996916,3.8902794658753024,-0.3649740282087232,1.2266734182418204,-0.6858866249126978,-0.03053224037003586,0.7999958749205932,0.987566742691576,-1.3670142877160523,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,3.8151743807531995,-0.1165103456070926,-0.09728166526882823,0.0,0.0,139,43,1149,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.7666391713632714,-0.8252176496158384,0.9069340242106335,0.06529305954756628,-0.7219008955769342,-0.6614491798474453,-0.726519449760928,-0.6870680334894731,-0.6557331010948404,-0.7098324615791944,-0.6858866249126978,-1.1104093734576166,-0.5687196185467573,-0.8584550962200763,-0.13046347152923427,-0.2801402771248674,-0.2838301877786302,-0.2801402771248674,-0.26211121699831136,-0.1165103456070926,-0.09728166526882823,0.0,0.0,5,55,71,1,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
